type,code,parent_code,name_uz,name_uz_cyril,name_ru,name_kaa,deleted
PROFESSION,122,,Davlat soliq inspektori-taftishchisi,Давлат солиқ инспектори-тафтишчиси,Государственный налоговый инспектор-ревизор,Mámleket salıq inspektorı-taftishshısı,false
PROFESSION,123,,Davlat ishonchli vakili,Давлат ишончли вакили,Государственный поверенный,Mámleket ishonchli wákili,false
PROFESSION,124,,Davlat mehnat huquq inspektori,Давлат меҳнат ҳуқуқ инспектори,Государственный правовой инспектор труда,Mámleket miynet huqıq inspektorı,false
PROFESSION,125,,O’zbekiston Respublikasi Prezidenti Davlat maslahatchisi,Ўзбекистон Республикаси Президенти Давлат маслаҳатчиси,Государственный Советник Президента Республики Узбекистан,Ózbekstan Respublikası Prezidenti Mámleket másláhátshisi,false
PROFESSION,126,,Davlat mehnat texnik inspektori,Давлат меҳнат техник инспектори,Государственный технический инспектор труда,Mámleket miynet texnik inspektorı,false
PROFESSION,127,,Mehnat sharoitlari bo’yicha davlat eksperti,Меҳнат шароитлари бўйича давлат эксперти,Государственный эксперт по условиям труда,Miynet sharoitları boyınsha mámleket eksperti,false
PROFESSION,128,,Vakillik direktori (rahbari),Вакиллик директори (раҳбари),Директор (глава) представительства,Vakillıq direktorı (basshısı),false
PROFESSION,129,,Departament direktori (boshlig’i),Департамент директори (бошлиғи),Директор (начальник) департамента,Departament direktorı (baslıǵı),false
PROFESSION,130,,Sotuv departamenti direktori,Сотув департаменти директори,Директор департамента по продажам,Sotuv departamenti direktorı,false
PROFESSION,131,,Ishlab chiqarish departamenti direktori,Ишлаб чиқариш департаменти директори,Директор департамента по производству,Óndiris departamenti direktorı,false
PROFESSION,132,,Xodimlar bilan ishlash departamenti direktori,Ходимлар билан ишлаш департаменти директори,Директор департамента по работе с персоналом,Xodimlar menen islew departamenti direktorı,false
PROFESSION,133,,Rivojlantirish ishlari departamenti direktori,Ривожлантириш ишлари департаменти директори,Директор департамента по развитию,Rawajlandırıw jumısları departamenti direktorı,false
PROFESSION,4152,,Sotsiolog,Социолог,Социолог,Sotsiolog,false
PROFESSION,134,,Tarqqiyot departamenti direktori,Тарққиёт департаменти директори,Директор департамента развития,Tarqqiyot departamenti direktorı,false
PROFESSION,152,,O’zbekiston Respublikasi Prezidenti Administratsiyasi Devonxonasi sho’’ba mudiri,Ўзбекистон Республикаси Президенти Администрацияси Девонхонаси шўъба мудири,Заведующий сектором канцелярии Администрации Президента Республики Узбекистан,Ózbekstan Respublikası Prezidenti Administraciyası Devonxonasi shó'ba baslıǵı,false
PROFESSION,135,,O’zbekiston Respublikasi Prezidenti huzuridagi Strategik va mintaqalararo tadqiqotlar instituti direktori,Ўзбекистон Республикаси Президенти ҳузуридаги Стратегик ва минтақалараро тадқиқотлар институти директори,Директор Института стратегических и межрегиональных исследований при Президенте Республики Узбекистан,Ózbekstan Respublikası Prezidenti janındaǵı Strategik hám mintaqalararo tadqiqotlar instituti direktorı,false
PROFESSION,136,,Inson huquqlari bo’yicha Milliy markaz direktori,Инсон ҳуқуқлари бўйича Миллий марказ директори,Директор Национального центра по правам человека,Inson huquqları boyınsha Milliy oray direktorı,false
PROFESSION,137,,"Birlashma (musiqiy-estrada, ishlab chiqarish) direktori","Бирлашма (мусиқий-эстрада, ишлаб чиқариш) директори","Директор объединения (музыкально-эстрадного, производственного)","Birlespe (musiqiy-estrada, óndiris) direktorı",false
PROFESSION,138,,Davlat ulushlarini boshqarish bo’yicha ishonchli boshqaruvchi,Давлат улушларини бошқариш бўйича ишончли бошқарувчи,Доверительный управляющий по управлению государственными долями,Mámleket ulushların basqarıw boyınsha ishonchli boshqarıwshı,false
PROFESSION,139,,Konstitutsiyaviy sud apparati mudiri,Конституциявий суд аппарати мудири,Заведующий аппаратом Конституционного суда,Konstituciyalıq sud apparatı baslıǵı,false
PROFESSION,140,,O’zbekiston Respublikasi Prezidenti Administratsiyasi devonxona arxivi mudiri,Ўзбекистон Республикаси Президенти Администрацияси девонхона архиви мудири,Заведующий архивом канцелярии Администрации Президента Республики Узбекистан,Ózbekstan Respublikası Prezidenti Administraciyası devonxona arxivi baslıǵı,false
PROFESSION,141,,Departament mudiri,Департамент мудири,Заведующий департаментом,Departament baslıǵı,false
PROFESSION,142,,O’zbekiston Respublikasi Prezidenti Administratsiyasi Devonxona mudiri,Ўзбекистон Республикаси Президенти Администрацияси Девонхона мудири,Заведующий канцелярией Администрации Президента Республики Узбекистан,Ózbekstan Respublikası Prezidenti Administraciyası Devonxona baslıǵı,false
PROFESSION,143,,O’zbekiston Respublikasi Prezidenti Xalq qabulxonasi mudiri,Ўзбекистон Республикаси Президенти Халқ қабулхонаси мудири,Заведующий Народной приемной Президента Республики Узбекистан,Ózbekstan Respublikası Prezidenti Xalıq qabulxonasi baslıǵı,false
PROFESSION,144,,Vazirlar Mahkamasi apparatida bo’lim mudiri,Вазирлар Маҳкамаси аппаратида бўлим мудири,Заведующий отделом в аппарате Кабинета Министров,Ministrler Mekemesi apparatida bólim baslıǵı,false
PROFESSION,145,,Bayonnoma bo’limi mudiri,Баённома бўлими мудири,Заведующий протокольным отделом,Bayonnoma bólimi baslıǵı,false
